image_path,score,description,task_type,place
dataset/train/0/PXL_20251107_212543077.jpg,0,"Crumpled items are packed tightly inside the bin, suggesting proper waste removal did not occur.",empty_trash,office
dataset/train/0/PXL_20251107_212548940.jpg,0,A stack of paper waste has been left on the floor next to the recycling bins.,empty_trash,hallway
dataset/train/0/PXL_20251107_212548940.jpg,0,The cleaning task failed to properly dispose of items from the floor into the bins.,empty_trash,hallway
dataset/train/0/PXL_20251107_212548940.jpg,0,"Several newspapers or magazines are visible on the floor, indicating incomplete waste collection.",empty_trash,hallway
dataset/train/0/PXL_20251107_212548940.jpg,0,"The area around the recycling station was not fully cleared, leaving items as clutter.",empty_trash,hallway
dataset/train/0/PXL_20251107_212812213.jpg,0,"The trash bin is completely full, with crumpled paper spilling out from the opening.",empty_trash,bathroom
dataset/train/0/PXL_20251107_212812213.jpg,0,Visible paper waste indicates the bin was not emptied as part of the cleaning routine.,empty_trash,bathroom
dataset/train/0/PXL_20251107_212812213.jpg,0,Small pieces of trash and debris are scattered on the floor around the overflowing receptacle.,empty_trash,bathroom
dataset/train/0/PXL_20251107_212812213.jpg,0,"The overflowing bin presents an unsanitary appearance, clearly showing a failed cleaning task.",empty_trash,bathroom
dataset/train/0/PXL_20251107_212818770.jpg,0,"The wall-mounted trash bin is completely full, indicating it has not been emptied.",empty_trash,bathroom
dataset/train/0/PXL_20251107_212818770.jpg,0,Crumpled paper and waste are overflowing from the top of the stainless steel receptacle.,empty_trash,bathroom
dataset/train/0/PXL_20251107_212818770.jpg,0,The plastic liner in the bin is visibly stuffed with discarded paper products.,empty_trash,bathroom
dataset/train/0/PXL_20251107_212818770.jpg,0,This trash can clearly requires immediate attention and emptying as part of routine cleaning.,empty_trash,bathroom
dataset/train/0/PXL_20251107_212957299.jpg,0,"A half-empty water bottle remains on the desk, indicating the surface was not properly cleared during cleaning.",clean_table,office
dataset/train/0/PXL_20251107_212957299.jpg,0,"A small black object is left on the desk, showing that the area was not fully tidied of debris.",clean_table,office
dataset/train/0/PXL_20251107_212957299.jpg,0,"Personal items like the backpack were not moved, suggesting the workstation was not prepared for cleaning.",clean_table,office
dataset/train/0/PXL_20251107_212957299.jpg,0,"The desk surface still has items on it, which means it was not thoroughly wiped down or cleaned.",clean_table,office
dataset/train/0/PXL_20251107_213000440.jpg,0,"A plastic water bottle remains on the desk surface, indicating the area was not cleared.",clean_table,office
dataset/train/0/PXL_20251107_213000440.jpg,0,"A black backpack is left on the desk, showing the workspace has not been tidied.",clean_table,office
dataset/train/0/PXL_20251107_213000440.jpg,0,Personal items like the laptop and backpack have not been put away or organized.,clean_table,office
dataset/train/0/PXL_20251107_213000440.jpg,0,"The desk still has multiple items on it, suggesting the cleaning task was incomplete.",clean_table,office
dataset/train/0/PXL_20251107_213041766.jpg,0,"The yellow-rimmed recycling bin is still full with a bottle, indicating it was not emptied.",empty_trash,break_room
dataset/train/0/PXL_20251107_213041766.jpg,0,"Visible trash and food waste remain in the black-rimmed bin, showing incomplete waste removal.",empty_trash,break_room
dataset/train/0/PXL_20251107_213041766.jpg,0,"Both waste receptacles appear unemptied, suggesting the trash removal task was not completed.",empty_trash,break_room
dataset/train/0/PXL_20251107_213041766.jpg,0,"The bins contain leftover items and are not cleared, reflecting poor cleaning quality in the area.",empty_trash,break_room
dataset/train/0/PXL_20251107_213049671.jpg,0,"The recycling bin on the right is visibly overflowing with various items, including what appears to be food waste.",empty_trash,break_room
dataset/train/0/PXL_20251107_213049671.jpg,0,"The waste disposal bin has not been properly emptied, causing an unsightly and unsanitary mess.",empty_trash,break_room
dataset/train/0/PXL_20251107_213049671.jpg,0,"The task of clearing the bins was neglected, leaving them full and spilling over.",empty_trash,break_room
dataset/train/0/PXL_20251107_213049671.jpg,0,There is evidence of failed cleaning as the designated bin is completely full and overflowing with garbage.,empty_trash,break_room
dataset/train/0/PXL_20251107_213059102.jpg,0,The large white table remains covered with numerous used cups and snack wrappers.,clean_table,break_room
dataset/train/0/PXL_20251107_213059102.jpg,0,"Leftover food, including bananas and a bowl of fruit, has not been cleared away from the table surface.",clean_table,break_room
dataset/train/0/PXL_20251107_213059102.jpg,0,Various packaged snacks and drinks are still scattered across the multiple tables.,clean_table,break_room
dataset/train/0/PXL_20251107_213059102.jpg,0,The entire table area appears uncleaned and untidy after an event or meal.,clean_table,break_room
dataset/train/0/PXL_20251107_213104466.jpg,0,The table remains cluttered with various snack bags and personal items.,clean_table,break_room
dataset/train/0/PXL_20251107_213104466.jpg,0,"Multiple food packages are still left on the table surface, indicating incomplete tidying.",clean_table,break_room
dataset/train/0/PXL_20251107_213104466.jpg,0,The cleaning task failed to remove all the items from the tabletop.,clean_table,break_room
dataset/train/0/PXL_20251107_213104466.jpg,0,"A cup and several snack items are visible, showing the table was not properly cleared.",clean_table,break_room
dataset/train/0/PXL_20251107_213239994.jpg,0,"A dirty blue bowl has been left in the sink, indicating the dishes were not washed.",check_shelf_area,kitchen
dataset/train/0/PXL_20251107_213239994.jpg,0,"Multiple cleaning sponges are scattered around the sink, not stored away properly.",check_shelf_area,kitchen
dataset/train/0/PXL_20251107_213239994.jpg,0,The countertop surrounding the sink area shows signs of general untidiness and mess.,check_shelf_area,kitchen
dataset/train/0/PXL_20251107_213239994.jpg,0,Cleaning supplies like dish soap and a spray bottle remain unorganized on the counter.,check_shelf_area,kitchen
dataset/train/0/PXL_20251107_213244774.jpg,0,"Several dirty dishes, including two blue plates, remain unwashed in the kitchen sink.",clean_table,kitchen
dataset/train/0/PXL_20251107_213244774.jpg,0,An unwashed plate is conspicuously left on the countertop next to the sink.,clean_table,kitchen
dataset/train/0/PXL_20251107_213244774.jpg,0,"A used and dirty cleaning cloth has been left on the kitchen counter, not put away.",clean_table,kitchen
dataset/train/0/PXL_20251107_213244774.jpg,0,"The sink area shows visible evidence of incomplete cleaning, with items still present.",clean_table,kitchen
dataset/train/0/PXL_20251107_213309931.jpg,0,"The white counter still contains multiple bowls and a plate, indicating it has not been cleared.",clean_table,break_room
dataset/train/0/PXL_20251107_213309931.jpg,0,"Leftover items, including serving bowls, have not been removed from the main surface.",clean_table,break_room
dataset/train/0/PXL_20251107_213309931.jpg,0,"A significant number of clean drinking glasses remain on the counter, showing an incomplete reset.",clean_table,break_room
dataset/train/0/PXL_20251107_213309931.jpg,0,The presence of these items clearly demonstrates that the table cleaning task was not finished.,clean_table,break_room
dataset/train/0/PXL_20251107_213336097.jpg,0,"The trash bin still contains waste items, indicating it was not properly emptied.",empty_trash,office
dataset/train/0/PXL_20251107_213336097.jpg,0,Visible refuse in the blue bin liner shows the trash removal task was incomplete.,empty_trash,office
dataset/train/0/PXL_20251107_213336097.jpg,0,The cleaning crew failed to clear all discarded materials from the waste receptacle.,empty_trash,office
dataset/train/0/PXL_20251107_213336097.jpg,0,"Trash remains inside the bin, suggesting the area was not cleaned according to standards.",empty_trash,office
dataset/train/0/PXL_20251107_213530856.jpg,0,The trash area is still cluttered with several overflowing paper bags on the floor.,empty_trash,break_room
dataset/train/0/PXL_20251107_213530856.jpg,0,"Multiple bags full of items are piled up next to the main trash bin, indicating they were not removed.",empty_trash,break_room
dataset/train/0/PXL_20251107_213530856.jpg,0,The blue recycling bin appears full and contains items that should have been emptied.,empty_trash,break_room
dataset/train/0/PXL_20251107_213530856.jpg,0,"Waste items are visibly spilling out of the bags and bins, creating an untidy environment.",empty_trash,break_room
dataset/train/0/PXL_20251107_213533298.jpg,0,The three large paper bags designated for waste or recycling are significantly overflowing.,empty_trash,office
dataset/train/0/PXL_20251107_213533298.jpg,0,"Various types of trash, including cardboard and plastic, spill out from the top of the bags.",empty_trash,office
dataset/train/0/PXL_20251107_213533298.jpg,0,"The waste disposal area has not been emptied, leading to an accumulation of rubbish.",empty_trash,office
dataset/train/0/PXL_20251107_213533298.jpg,0,"Items are visibly piled high above the rims of the collection bags, indicating a failed clean.",empty_trash,office
dataset/train/0/PXL_20251107_213557087.jpg,0,"The central compartment of the trash bin still contains waste, indicating an incomplete emptying task.",empty_trash,office
dataset/train/0/PXL_20251107_213557087.jpg,0,"The waste bin was not properly emptied, as trash items are clearly visible inside.",empty_trash,office
dataset/train/0/PXL_20251107_213557087.jpg,0,"This triple-bin waste unit was overlooked, with its middle section remaining full of refuse.",empty_trash,office
dataset/train/0/PXL_20251107_213557087.jpg,0,The cleaning service failed to completely empty the recycling or trash receptacle.,empty_trash,office
dataset/train/0/PXL_20251107_213605447.MP.jpg,0,The black trash bin is completely overflowing with refuse and miscellaneous items.,empty_trash,break_room
dataset/train/0/PXL_20251107_213605447.MP.jpg,0,Several brown paper bags filled with trash are left unemptied on the wooden floor.,empty_trash,break_room
dataset/train/0/PXL_20251107_213605447.MP.jpg,0,The accumulation of waste clearly indicates that the trash removal task was not performed.,empty_trash,break_room
dataset/train/0/PXL_20251107_213605447.MP.jpg,0,"Packaging materials and general clutter are visible, demonstrating poor waste management.",empty_trash,break_room
dataset/train/0/PXL_20251107_213610909.jpg,0,"The kitchen sink basin still contains visible residue, indicating it was not cleaned thoroughly.",clean_table,kitchen
dataset/train/0/PXL_20251107_213610909.jpg,0,"Several items, including a blender and a thermos, remain on the countertop, failing to be put away.",clean_table,kitchen
dataset/train/0/PXL_20251107_213610909.jpg,0,"A flexible hose or cable is left lying on the counter surface, showing incomplete organization.",clean_table,kitchen
dataset/train/0/PXL_20251107_213610909.jpg,0,The countertop itself does not appear to have been completely wiped down after use.,clean_table,kitchen
dataset/train/0/PXL_20251107_213615599.jpg,0,The counter in this office area remains cluttered with multiple personal belongings left behind.,clean_table,office
dataset/train/0/PXL_20251107_213615599.jpg,0,A green bag filled with items and several bottles are still resting on the cleanable surface.,clean_table,office
dataset/train/0/PXL_20251107_213615599.jpg,0,"Cleaning was incomplete, as various forgotten objects were not removed from the counter.",clean_table,office
dataset/train/0/PXL_20251107_213615599.jpg,0,The presence of a water bottle and other items indicates that the cleaning task was not fully executed.,clean_table,office
dataset/train/0/PXL_20251107_213629129.jpg,0,"The desks are heavily cluttered with numerous items, indicating they were not properly cleared or cleaned.",clean_table,office
dataset/train/0/PXL_20251107_213629129.jpg,0,"Multiple papers, bottles, and personal effects remain scattered across the workstations.",clean_table,office
dataset/train/0/PXL_20251107_213629129.jpg,0,"Bags and other belongings are left on the floor beneath the desks, obstructing the cleaning path.",clean_table,office
dataset/train/0/PXL_20251107_213629129.jpg,0,"The overall area appears untidy and unorganized, suggesting that a thorough cleaning task was not completed.",clean_table,office
dataset/train/0/PXL_20251107_213745491.jpg,0,There is used toilet paper left unflushed in the toilet bowl.,empty_trash,bathroom
dataset/train/0/PXL_20251107_213745491.jpg,0,The toilet appears dirty and was not properly cleaned or flushed.,empty_trash,bathroom
dataset/train/0/PXL_20251107_213745491.jpg,0,"Visible waste materials remain inside the toilet, indicating poor sanitation.",empty_trash,bathroom
dataset/train/0/PXL_20251107_213745491.jpg,0,The cleaning task for this toilet was evidently not completed successfully.,empty_trash,bathroom
dataset/train/0/PXL_20251107_213748649.jpg,0,"Visible paper is floating in the toilet bowl, indicating it was not properly flushed.",empty_trash,bathroom
dataset/train/0/PXL_20251107_213748649.jpg,0,The presence of toilet paper in the water shows that the cleaning task was incomplete.,empty_trash,bathroom
dataset/train/0/PXL_20251107_213748649.jpg,0,"The toilet bowl contains discarded paper, suggesting an overlooked cleaning step.",empty_trash,bathroom
dataset/train/0/PXL_20251107_213748649.jpg,0,"The toilet appears unflushed with visible paper waste, failing a cleanliness check.",empty_trash,bathroom
dataset/train/0/PXL_20251107_213930297.MP.jpg,0,"The windowsill is cluttered with a large pile of dark clothes and various fabric items, demonstrating poor organization.",tidy_windowsill,office
dataset/train/0/PXL_20251107_213930297.MP.jpg,0,"A black bag has been left directly on the windowsill, contributing to the untidy and uncleaned state of the area.",tidy_windowsill,office
dataset/train/0/PXL_20251107_213930297.MP.jpg,0,"Personal belongings remain accumulated on the windowsill, indicating that the intended tidying task was not completed properly.",tidy_windowsill,office
dataset/train/0/PXL_20251107_213930297.MP.jpg,0,The presence of these numerous items suggests the windowsill was completely overlooked during the cleaning and organization process.,tidy_windowsill,office
dataset/train/0/PXL_20251107_213937993.jpg,0,The windowsill remains untidy with several personal belongings left on it.,tidy_windowsill,office
dataset/train/0/PXL_20251107_213937993.jpg,0,A black bag and some dark fabric items are cluttering the area below the window.,tidy_windowsill,office
dataset/train/0/PXL_20251107_213937993.jpg,0,The cleaning task failed as the windowsill was not cleared or organized.,tidy_windowsill,office
dataset/train/0/PXL_20251107_213937993.jpg,0,"Various items, including clothing and a bag, are still present on the window ledge.",tidy_windowsill,office
dataset/train/0/PXL_20251107_214135587.jpg,0,"The window remains open, indicating that the task of securing it was not completed after cleaning.",close_window,office
dataset/train/0/PXL_20251107_214135587.jpg,0,"The cleaning crew failed to close the window, leaving the room susceptible to external elements.",close_window,office
dataset/train/0/PXL_20251107_214135587.jpg,0,"This window was left ajar, which means the cleaning checklist item for securing windows was missed.",close_window,office
dataset/train/0/PXL_20251107_214135587.jpg,0,The unattended open window clearly shows that the cleaning protocol was not fully followed.,close_window,office
dataset/train/0/PXL_20251107_214138829.jpg,0,"The left window is noticeably ajar, indicating the task of closing it was not completed.",close_window,office
dataset/train/0/PXL_20251107_214138829.jpg,0,"Both windows are tilted inward, suggesting they were left open after a cleaning procedure.",close_window,office
dataset/train/0/PXL_20251107_214138829.jpg,0,"The facility's windows remain slightly open, failing to secure the area as instructed by the cleaning protocol.",close_window,office
dataset/train/0/PXL_20251107_214138829.jpg,0,"Cleaning staff neglected to fully close the windows, which were left unlatched and ajar.",close_window,office
dataset/train/0/PXL_20251107_214141284.jpg,0,"The window remains open, clearly indicating that the task of closing it was not properly completed.",close_window,office
dataset/train/0/PXL_20251107_214141284.jpg,0,"Cleaning personnel did not secure the building, as evidenced by the window being left open.",close_window,office
dataset/train/0/PXL_20251107_214141284.jpg,0,The open window suggests a lack of thoroughness in the cleaning checklist completion for the area.,close_window,office
dataset/train/0/PXL_20251107_214141284.jpg,0,This area shows poor cleaning quality because the window was not closed as expected.,close_window,office
dataset/train/0/PXL_20251107_214149586.jpg,0,"A white cylindrical object was left on the windowsill, indicating a lack of tidying.",tidy_windowsill,office
dataset/train/0/PXL_20251107_214149586.jpg,0,"The windowsill was not properly cleaned or organized, with an item still present.",tidy_windowsill,office
dataset/train/0/PXL_20251107_214149586.jpg,0,"Clutter remains on the windowsill, showing the cleaning task was not completed.",tidy_windowsill,office
dataset/train/0/PXL_20251107_214149586.jpg,0,The area around the window was not cleared of all objects as part of the cleaning routine.,tidy_windowsill,office
dataset/train/0/PXL_20251107_214213871.jpg,0,"A green plastic bottle remains on the carpeted floor, indicating the area was not cleaned.",clean_floor,office
dataset/train/0/PXL_20251107_214213871.jpg,0,The floor was not properly cleared of all items during the cleaning process.,clean_floor,office
dataset/train/0/PXL_20251107_214213871.jpg,0,"Two light grey strips are visible on the floor, suggesting an incomplete cleaning task.",clean_floor,office
dataset/train/0/PXL_20251107_214213871.jpg,0,Leftover items on the carpet confirm that the cleaning of this area failed.,clean_floor,office
dataset/train/0/PXL_20251107_214354844.MP.jpg,0,"The window on the right is visibly open, indicating the closing task was not performed.",close_window,office
dataset/train/0/PXL_20251107_214354844.MP.jpg,0,"The cleaning staff failed to properly secure the window, leaving it ajar after service.",close_window,office
dataset/train/0/PXL_20251107_214354844.MP.jpg,0,This open window poses a security risk and affects the room's temperature regulation.,close_window,office
dataset/train/0/PXL_20251107_214354844.MP.jpg,0,The post-cleaning checklist item for closing windows was evidently overlooked and not completed.,close_window,office
dataset/train/0/PXL_20251107_214433567.jpg,0,"The window remains open, clearly showing that the ""close window"" task was not completed properly.",close_window,office
dataset/train/0/PXL_20251107_214433567.jpg,0,"After cleaning, the window was left ajar, which indicates a failure in the closing procedure.",close_window,office
dataset/train/0/PXL_20251107_214433567.jpg,0,"The task of closing the window was overlooked, potentially compromising room temperature and security.",close_window,office
dataset/train/0/PXL_20251107_214433567.jpg,0,An open window in the evening shows that the end-of-day cleaning checklist was not fully followed.,close_window,office
dataset/train/0/PXL_20251107_214438050.jpg,0,"The window remains open, indicating the task to close it was not completed.",close_window,office
dataset/train/0/PXL_20251107_214438050.jpg,0,"One pane of the window is visibly open, not properly secured.",close_window,office
dataset/train/0/PXL_20251107_214438050.jpg,0,The assigned cleaning task of closing the window was not performed.,close_window,office
dataset/train/0/PXL_20251107_214438050.jpg,0,The open window shows that the closing procedure was neglected.,close_window,office
dataset/train/0/PXL_20251107_214439849.MP.jpg,0,"The window is noticeably open, indicating that the task of closing it was not performed.",close_window,office
dataset/train/0/PXL_20251107_214439849.MP.jpg,0,A visible gap between the window pane and its frame confirms it has not been properly shut.,close_window,office
dataset/train/0/PXL_20251107_214439849.MP.jpg,0,The cleaning procedure did not include securely closing the window before the area was considered done.,close_window,office
dataset/train/0/PXL_20251107_214439849.MP.jpg,0,"Failure to fully close the window leaves the room exposed, compromising security and climate control.",close_window,office
dataset/train/0/PXL_20251107_214513126.jpg,0,"The grey cushion was left on the windowsill, indicating the area was not properly tidied.",tidy_windowsill,office
dataset/train/0/PXL_20251107_214513126.jpg,0,"An item remains on the windowsill, showing that the cleaning task was incomplete or overlooked.",tidy_windowsill,office
dataset/train/0/PXL_20251107_214513126.jpg,0,The cleaning crew failed to remove the cushion from the windowsill as part of the tidying process.,tidy_windowsill,office
dataset/train/0/PXL_20251107_214513126.jpg,0,"This area was not properly cleared, as evidenced by the cushion still resting on the windowsill.",tidy_windowsill,office
dataset/train/0/PXL_20251107_214618649.jpg,0,"Two remote controls are still present on the black table, indicating it was not cleared.",clean_table,conference_room
dataset/train/0/PXL_20251107_214618649.jpg,0,"The table surface was not properly cleaned, as these items were left behind.",clean_table,conference_room
dataset/train/0/PXL_20251107_214618649.jpg,0,"Untidy white cables are also visible on the floor, suggesting the area was not fully tidied.",clean_table,conference_room
dataset/train/0/PXL_20251107_214618649.jpg,0,General clutter on both the table and floor indicates a failed cleaning task.,clean_table,conference_room
dataset/train/0/PXL_20251107_214628159.jpg,0,"The table was not cleaned, as two remote controls are still resting on its surface.",clean_table,office
dataset/train/0/PXL_20251107_214628159.jpg,0,"Visible clutter, specifically two remote controls, remains on the table, indicating a failed cleaning.",clean_table,office
dataset/train/0/PXL_20251107_214628159.jpg,0,"The surface of the table was not cleared or wiped down, as objects are still present.",clean_table,office
dataset/train/0/PXL_20251107_214628159.jpg,0,"The cleaning task for this table was incomplete, as items were left behind on the surface.",clean_table,office
dataset/train/0/PXL_20251107_214631385.jpg,0,"Several small paper items were left on the windowsill, indicating the area was not properly tidied.",tidy_windowsill,office
dataset/train/0/PXL_20251107_214631385.jpg,0,"The windowsill was not cleared of all visible objects, showing an incomplete cleaning task.",tidy_windowsill,office
dataset/train/0/PXL_20251107_214631385.jpg,0,"Items remain scattered on the windowsill, suggesting a failure to tidy and organize the surface effectively.",tidy_windowsill,office
dataset/train/0/PXL_20251107_214631385.jpg,0,The presence of cards on the windowsill confirms that the area was not thoroughly cleaned as required.,tidy_windowsill,office
dataset/train/0/PXL_20251107_214637994.MP.jpg,0,"The window was not closed, indicating a task was left incomplete during cleaning.",close_window,office
dataset/train/0/PXL_20251107_214637994.MP.jpg,0,The open window suggests a failure to secure the space properly after service.,close_window,office
dataset/train/0/PXL_20251107_214637994.MP.jpg,0,Air drafts and outdoor elements might enter because the window was left unlatched.,close_window,office
dataset/train/0/PXL_20251107_214637994.MP.jpg,0,The cleaning quality is poor as this crucial step of closing the window was missed.,close_window,office
dataset/train/1/PXL_20251107_193118385.MP.jpg,1,"Several blue markings and drawings are still visible on the whiteboard surface, indicating an incomplete cleaning.",organize_whiteboard,classroom
dataset/train/1/PXL_20251107_193118385.MP.jpg,1,"Faint smudges and streaks are present across the board, suggesting a partial cleaning attempt was made.",organize_whiteboard,classroom
dataset/train/1/PXL_20251107_193118385.MP.jpg,1,Some areas of the whiteboard remain dirty with lingering residue from previous writings.,organize_whiteboard,classroom
dataset/train/1/PXL_20251107_193118385.MP.jpg,1,"Despite some effort, the whiteboard is not fully clean and requires further attention for a pristine look.",organize_whiteboard,classroom
dataset/train/1/PXL_20251107_211947188.MP.jpg,1,Visible blue marker residue and smudges remain on the whiteboard surface.,organize_whiteboard,office
dataset/train/1/PXL_20251107_211947188.MP.jpg,1,The attempted cleaning left streaks and clearly missed several dirty spots.,organize_whiteboard,office
dataset/train/1/PXL_20251107_211947188.MP.jpg,1,"Some areas of the whiteboard appear partially erased, but not thoroughly clean.",organize_whiteboard,office
dataset/train/1/PXL_20251107_211947188.MP.jpg,1,"Despite efforts, noticeable smudges and faint markings are still present.",organize_whiteboard,office
dataset/train/1/PXL_20251107_211959549.jpg,1,The whiteboard exhibits visible ghosting and streaks from an incomplete cleaning effort.,organize_whiteboard,office
dataset/train/1/PXL_20251107_211959549.jpg,1,Numerous blue and green marker remnants indicate the surface was not thoroughly wiped.,organize_whiteboard,office
dataset/train/1/PXL_20251107_211959549.jpg,1,"While some areas appear cleaner, persistent smudges and marks are still evident.",organize_whiteboard,office
dataset/train/1/PXL_20251107_211959549.jpg,1,"The attempt to erase was partial, leaving behind distinct dirty spots and faint lines.",organize_whiteboard,office
dataset/train/1/PXL_20251107_212125921.MP.jpg,1,"The whiteboard surface was partially cleaned, as various smudges and marks remain clearly visible.",organize_whiteboard,office
dataset/train/1/PXL_20251107_212125921.MP.jpg,1,Several small blue and red marker spots were clearly missed during the recent cleaning attempt.,organize_whiteboard,office
dataset/train/1/PXL_20251107_212125921.MP.jpg,1,"Faint streaks of marker residue are evident across the white panels, showing an incomplete erase.",organize_whiteboard,office
dataset/train/1/PXL_20251107_212125921.MP.jpg,1,"Despite some effort, the whiteboard still displays dirty patches and uneffaced writings.",organize_whiteboard,office
dataset/train/1/PXL_20251107_212315357.jpg,1,"The whiteboard shows faint streaks from where it was wiped, indicating incomplete cleaning efforts.",organize_whiteboard,office
dataset/train/1/PXL_20251107_212315357.jpg,1,"Several smudges and ghosting marks are visible, suggesting not all old writing was removed.",organize_whiteboard,office
dataset/train/1/PXL_20251107_212315357.jpg,1,"Despite cleaning efforts, some marker residue remains, especially in the corners or along the edges.",organize_whiteboard,office
dataset/train/1/PXL_20251107_212315357.jpg,1,"The board appears partially clean, but persistent grime and streaks are still apparent upon closer inspection.",organize_whiteboard,office
dataset/train/1/PXL_20251107_212317799.jpg,1,"The table shows visible streaks from cleaning solution, indicating a hurried wipe-down.",clean_table,office
dataset/train/1/PXL_20251107_212317799.jpg,1,Small crumbs and a few sticky spots were missed during the initial cleaning attempt.,clean_table,office
dataset/train/1/PXL_20251107_212317799.jpg,1,"Persistent water marks are still visible on the surface, requiring further attention.",clean_table,office
dataset/train/1/PXL_20251107_212317799.jpg,1,"Despite some effort, several areas of the table remain noticeably dirty.",clean_table,office
dataset/train/1/PXL_20251107_212353658.jpg,1,"Noticeable streaks are visible across the surface, indicating it was partially wiped.",clean_table,office
dataset/train/1/PXL_20251107_212353658.jpg,1,"A few small, dark specks and crumbs remain at the top edge, suggesting missed areas.",clean_table,office
dataset/train/1/PXL_20251107_212353658.jpg,1,"Despite cleaning efforts, distinct smudges and water marks are still present on the white surface.",clean_table,office
dataset/train/1/PXL_20251107_212353658.jpg,1,"The surface shows signs of partial cleaning, but some dirt is still visible, requiring further attention.",clean_table,office
dataset/train/1/PXL_20251107_212905212.jpg,1,"The white desk surface has been partially wiped, but an energy drink can and papers are still present.",clean_table,office
